model_id,aucpr,auc,logloss,mean_per_class_error,rmse,mse
DeepLearning_grid_1_AutoML_1_20250929_14857_model_94,0.883424617800739,0.7004092137832434,0.497055528473641,0.5,0.401087080704981,0.1608708463084439
DeepLearning_grid_1_AutoML_1_20250929_14857_model_121,0.8833546104651632,0.7017221969816999,0.4910450518084043,0.4821243351611584,0.398731364006432,0.1589867006424298
DeepLearning_grid_1_AutoML_1_20250929_14857_model_34,0.8830831097358723,0.6994656745952241,0.5515220931674804,0.5,0.4018718502393451,0.1615009840147946
DeepLearning_grid_1_AutoML_1_20250929_14857_model_260,0.8827834901131031,0.6984164234965589,0.5208886287127832,0.5,0.4013111331953794,0.1610506256265595
DeepLearning_grid_1_AutoML_1_20250929_14857_model_184,0.8827365532309961,0.7010121647616347,0.4971173357031978,0.4764993399515935,0.4007133339476841,0.1605711760034681
DeepLearning_grid_1_AutoML_1_20250929_14857_model_241,0.8825604721740052,0.6986902901190274,0.4936958634086557,0.4806560120686326,0.4000191937372588,0.1600153553582066
DeepLearning_grid_1_AutoML_1_20250929_14857_model_20,0.8818416682882948,0.6971581073668996,0.5135151788224752,0.5,0.4067517616536528,0.16544699560835
DeepLearning_grid_1_AutoML_1_20250929_14857_model_262,0.88179665805033,0.7003307113076803,0.495781208619407,0.4848423869330432,0.4000661235963022,0.1600529032493717
DeepLearning_1_AutoML_1_20250929_14857,0.8815973557855001,0.6968084123103394,0.4931655885061998,0.4872746595209297,0.3999627965150639,0.1599702385961504
DeepLearning_grid_1_AutoML_1_20250929_14857_model_204,0.880947596677069,0.701130639585113,0.5073279164158794,0.4735449116409022,0.39832756853709,0.1586648518566701
DeepLearning_grid_1_AutoML_1_20250929_14857_model_28,0.8806715763090408,0.6997765504686195,0.5106922447684287,0.4846798526139159,0.3999202747238272,0.1599362261351814
DeepLearning_grid_1_AutoML_1_20250929_14857_model_259,0.8805901130117609,0.7005021413103466,0.4979427415295853,0.4841866969417412,0.3993572305348262,0.1594861975804463
DeepLearning_grid_1_AutoML_1_20250929_14857_model_270,0.8805584190634848,0.6967794364403151,0.4983735161715921,0.4846800399441261,0.4015860847675727,0.1612713834789481
DeepLearning_grid_1_AutoML_1_20250929_14857_model_1,0.8802424941704462,0.6985363428332932,0.5095720019890799,0.4849794043205216,0.3996017012239192,0.1596815196210503
DeepLearning_grid_1_AutoML_1_20250929_14857_model_143,0.880142155888306,0.6989878328203046,0.5005975360189631,0.4769328805637753,0.398595891563729,0.1588786847714839
DeepLearning_grid_1_AutoML_1_20250929_14857_model_63,0.8801340817882449,0.6953835770644867,0.506355462806601,0.5,0.4037385717309514,0.1630048343033486
DeepLearning_grid_1_AutoML_1_20250929_14857_model_212,0.8800130950544539,0.6940457596890716,0.5423146267973555,0.5,0.4032722421420003,0.1626285012822361
DeepLearning_grid_1_AutoML_1_20250929_14857_model_74,0.8800061040775123,0.6996898779361438,0.4998162141621066,0.4837205435713568,0.3999958630879877,0.1599966904875042
DeepLearning_grid_1_AutoML_1_20250929_14857_model_135,0.8798634397930342,0.7002840664327812,0.5055201274097191,0.4800556409802159,0.399021019768523,0.159217774217112
DeepLearning_grid_1_AutoML_1_20250929_14857_model_110,0.8798597454835954,0.6951521724890282,0.5013525818299014,0.4806028093856581,0.4037293813044694,0.1629974133284896
DeepLearning_grid_1_AutoML_1_20250929_14857_model_191,0.8798140191563448,0.6959919224719817,0.4976425153446004,0.4828445864665364,0.4009451489754125,0.1607570124869157
DeepLearning_grid_1_AutoML_1_20250929_14857_model_170,0.8797884257207786,0.6947346998893725,0.5132805457385771,0.5,0.4045238517394525,0.1636395466261225
DeepLearning_grid_1_AutoML_1_20250929_14857_model_123,0.8797306885380223,0.698065636352123,0.512647060034312,0.4842925373292264,0.4009400367896922,0.1607529131009198
DeepLearning_grid_1_AutoML_1_20250929_14857_model_33,0.8797209334818747,0.6997659832659652,0.5108471593486076,0.476647399051372,0.3994004462845841,0.1595207164923249
DeepLearning_grid_1_AutoML_1_20250929_14857_model_219,0.8796918784851246,0.6993499990937693,0.5052961626502841,0.4731118945249381,0.3991666607274907,0.1593340230363356
DeepLearning_grid_1_AutoML_1_20250929_14857_model_178,0.8796906820572299,0.6970172929294722,0.5134883279217731,0.4876222084792444,0.4072804337882607,0.1658773517467537
DeepLearning_grid_1_AutoML_1_20250929_14857_model_100,0.8796878832222389,0.6953893043938265,0.5050266470444981,0.4810371134240338,0.4039631660438024,0.1631862395201326
DeepLearning_grid_1_AutoML_1_20250929_14857_model_83,0.8796343885269712,0.694527947788907,0.5156050365173501,0.5,0.4060476245212437,0.1648746733793449
DeepLearning_grid_1_AutoML_1_20250929_14857_model_177,0.8796309879038212,0.6990877436090727,0.4980342464446658,0.481731252454573,0.3993686130970312,0.1594952891270462
DeepLearning_grid_1_AutoML_1_20250929_14857_model_72,0.8796141316702962,0.7002353711397922,0.4952272835630137,0.4773722300800992,0.3997742964488597,0.1598194881011807
DeepLearning_grid_1_AutoML_1_20250929_14857_model_144,0.8795480045994724,0.6944519986602399,0.5055752717126885,0.5,0.4026262300713785,0.1621078811414906
DeepLearning_grid_1_AutoML_1_20250929_14857_model_17,0.8795394047812182,0.693393329076663,0.5005025916754549,0.4878877835164108,0.4032475081586125,0.1626085528361303
DeepLearning_grid_1_AutoML_1_20250929_14857_model_142,0.8795197126991909,0.6983131775213087,0.4987137394657299,0.4860613628847618,0.4004472539662723,0.1603580032091282
DeepLearning_grid_1_AutoML_1_20250929_14857_model_249,0.8795136820912915,0.6924909857891072,0.5057080175001921,0.5,0.4050854662018556,0.1640942349279747
DeepLearning_grid_1_AutoML_1_20250929_14857_model_109,0.8794873847358001,0.6981765471624914,0.5111634035902366,0.4853659865437436,0.40039509710864,0.1603162337886372
DeepLearning_grid_1_AutoML_1_20250929_14857_model_155,0.8794508798440959,0.6982926951585415,0.5122582062078898,0.5,0.4011500456522039,0.1609213591267652
DeepLearning_grid_1_AutoML_1_20250929_14857_model_222,0.8793934169342984,0.6938126349553481,0.5040768303685834,0.5,0.4051903323563162,0.164179205435022
DeepLearning_grid_1_AutoML_1_20250929_14857_model_84,0.8793080739886281,0.6942053396662573,0.5000086428331252,0.4787584111684728,0.4022499055603961,0.1618049865233476
DeepLearning_grid_1_AutoML_1_20250929_14857_model_266,0.8791918811929551,0.6986682335849285,0.5213076710577593,0.481518582428786,0.4039253745099821,0.1631557081730293
DeepLearning_grid_1_AutoML_1_20250929_14857_model_2,0.8791851494230122,0.6958611714745886,0.4964238423554267,0.5,0.4009334460161672,0.1607476281343989
DeepLearning_grid_1_AutoML_1_20250929_14857_model_171,0.8791624506071491,0.6923262759103067,0.5236605541791023,0.5,0.4050430330204794,0.1640598585984291
DeepLearning_grid_1_AutoML_1_20250929_14857_model_217,0.879148929898236,0.6992618158293096,0.5123735367677228,0.4794918700179942,0.3998341414369149,0.1598673406585948
DeepLearning_grid_1_AutoML_1_20250929_14857_model_150,0.8791203464766872,0.6940374717169634,0.5334677086356434,0.5,0.4053865407130188,0.1643382473912681
DeepLearning_grid_1_AutoML_1_20250929_14857_model_95,0.8791161417280845,0.6970450537935416,0.5282357815172674,0.4877514192137414,0.4078762213971043,0.1663630119811796
DeepLearning_grid_1_AutoML_1_20250929_14857_model_216,0.879062204958083,0.6979332169624172,0.5040370171625008,0.5,0.4019624405624786,0.1615738036229441
DeepLearning_grid_1_AutoML_1_20250929_14857_model_106,0.878988285437893,0.6934596788522664,0.5045716960639138,0.4905824841884902,0.405449055168852,0.1643889363373148
DeepLearning_grid_1_AutoML_1_20250929_14857_model_36,0.8789798989113882,0.6929426672753987,0.5058231438072891,0.5,0.4035758838533468,0.16287349402801
DeepLearning_grid_1_AutoML_1_20250929_14857_model_185,0.8789744045385093,0.6974612826901441,0.5041647716280419,0.4790557170665764,0.402444464523203,0.1619615470253676
